"ID_SITE","ID_ENTITY","entity_name","latitude","longitude","elevation","depositional_context","measurement_method","TYPE","source","core_location","last_updated","ID_UNIT"
1418,1834,"Aishihik WA01_micro",61.233,-136.917,1000,"lake sediment","Pollen slide","concentration","author","-999999","2021-02-15",169
1466,1883,"Chopper Lake core",66.00225,-146.27532,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1467,1884,"Epilobium Lake core",65.97248,-145.56712,366,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1468,1885,"Granger Lake core",66.05754,-145.65209,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1469,1886,"Jonah Lake core",66.068,-145.08488,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1470,1887,"Landing Lake core",65.90337,-145.77707,394,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1471,1888,"Latitude Lake core",65.92689,-146.14223,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1472,1889,"Lucky Lake core",66.01737,-145.52501,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1473,1890,"Noir Lake core",66.00261,-145.92613,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1474,1891,"Picea Lake core",65.88162,-145.58768,269,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1475,1892,"Reunion Lake core",66.00925,-146.1078,306,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1476,1893,"Robinson Lake core",65.97158,-145.69925,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1477,1894,"Screaming Lynx Lake core",66.06815,-145.4044,276,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1478,1895,"West Crazy Lake core",65.89142,-145.62195,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1479,1896,"Windy Lake core",66.04169,-145.75471,-999999,"lake sediment","Sieved","raw count","author","central core","2021-02-18",113
1618,2054,"Dragonfly Lake Core A",60.8119444,-135.34,760,"lake sediment","Sieved","concentration","author","central core","2021-03-11",84
1620,2057,"Haircut Lake Core A conc",60.515555,-133.205555,1000,"lake sediment","Sieved","concentration","author","central core","2021-03-12",134
1637,2076,"Jan Lake core_gtr125",63.56667,-143.9,485,"lake sediment","Sieved","concentration","author","central core","2021-05-08",11
1643,2088,"Marcella Lake Core A-Z composite",60.0736111,-133.807777,697,"lake sediment","Sieved","concentration","author","central core","2021-03-19",299
1644,2089,"SoT Core Z",66.0285,-147.549,256,"lake sediment","Charcoal particles identified by imaging software","concentration","author","central core","2021-03-19",108
1646,2091,"Mallard Lake core",51.287669,-101.324722,570,"lake sediment","Sieved","concentration","NOAA","central core","2021-03-19",113
1785,2238,"Deuce Lake core",65.51667,-147.5167,170,"lake sediment","Charcoal particles identified by imaging software","influx","author","central core","2021-04-28",149
1786,2239,"Dune Lake Core A",64.41667,-149.9,134,"lake sediment","Charcoal particles identified by imaging software","influx","author","central core","2021-04-28",149
1955,2424,"Niliq core",67.867867,-160.431633,270,"lake sediment","pollen slide","count","arctic data center","central core","2021-06-03",188
